# gene_name         0h    12h    24h    48h    96h 
LAPTM5            14.2   14.7   15.7   13.4    5.6 
SDC3              37.8   30.1   24.6    9.9    1.3 
PUM1              52.7   39.7   25.8   10.0    0.8 
NKAIN1             6.1    3.6    2.3    0.6    0.0 
SNRNP40           12.1   12.0    9.8    4.6    0.7 
ZCCHC17          332.1  134.1   49.2    5.5    0.0 
FABP3             60.6   51.9   42.4   26.3    5.7 
SERINC2            9.4    6.3    3.6    1.1    0.1 
TINAGL1           13.3   14.5   14.4   10.3    3.7 
HCRTR1            11.2    4.0    1.1    0.1    0.0 
PEF1              10.1   10.6   10.0    5.9    1.2 
COL16A1            7.0    3.4    1.3    0.2    0.0 
ADGRB2            10.3    6.9    4.3    1.3    0.1 
SPOCD1            23.8   27.6   29.5   28.3   12.5 
PTP4A2             4.6    2.9    1.7    0.4    0.0 
KHDRBS1           17.8    4.5    1.0    0.0    0.0 
TMEM39B            9.2    8.2    6.5    3.5    0.6 
KPNA6             28.9   31.0   24.0   15.2    3.4 
TXLNA             33.6   49.4   60.7   69.3   67.7 
CCDC28B           65.4   92.1  105.4  140.8  128.4 
IQCC              10.2    5.2    2.5    0.5    0.0 
DCDC2B             7.5    5.3    3.5    1.2    0.1 
TMEM234           39.0   63.2   68.4  103.3  144.5 
EIF3I              4.1    1.7    0.7    0.1    0.0 
FAM167B           25.3   23.2   19.2   12.1    2.9 
LCK               13.6   10.6    8.3    4.4    0.5 
HDAC1             80.5  104.9  156.8  245.5  314.9 
MARCKSL1          50.8   12.5    3.1    0.1    0.0 
TSSK3             10.1    3.5    1.2    0.1    0.0 
FAM229A           18.4    3.2    0.6    0.0    0.0 
BSDC1              6.8    4.3    2.5    0.6    0.0 
RP1-27O5.3        33.5   16.2    7.0    0.9    0.0 
ZBTB8B            66.2   98.4  112.6  152.6  166.2 
ZBTB8A           324.9  340.7  333.0  203.5   63.0 
ZBTB8OS           20.6   24.0   26.3   26.9   13.9 
RBBP4              9.7    6.8    4.2    1.1    0.1 
SYNC               6.5    0.9    0.1    0.0    0.0 
KIAA1522           8.7    2.0    0.3    0.0    0.0 
YARS              29.0   47.6   74.0  126.7  232.9 
S100PBP           42.7   29.1   16.5    5.1    0.3 
FNDC5             32.5    4.8    0.6    0.0    0.0 
HPCA               6.2    4.3    2.7    0.8    0.0 
TMEM54            31.6   29.4   21.9   11.2    1.7 
RNF19B            31.1   37.1   51.3   61.6   56.6 
AK2               71.4   44.7   25.3    7.4    0.3 
AZIN2              7.6    3.9    1.4    0.2    0.0 
TRIM62            99.1  112.8   94.7   80.6   25.7 
ZNF362           141.4   95.1   63.7   18.4    1.3 
A3GALT2           87.4   60.0   43.7   13.7    1.0 
PHC2              10.6    9.1    7.5    3.7    0.8 
ZSCAN20           28.1   24.1   16.3    6.4    0.7 
CSMD2             12.4   13.7   15.7   15.2    7.8 
HMGB4              4.9    2.8    1.6    0.4    0.0 
C1orf94           54.9   66.5   75.1   77.1   52.8 
SMIM12            40.8   48.6   54.6   55.7   28.6 
GJB5               7.1    4.9    2.9    0.8    0.0 
GJB4              25.1   24.1   22.4   13.2    3.2 
GJB3              33.8   26.2   19.8    6.1    0.6 
GJA4             293.2  310.5  257.7  189.9   61.2 
DLGAP3           231.0   83.6   35.9    3.6    0.0 
RP11-244H3.4       3.4    1.0    0.3    0.0    0.0 
TMEM35B           12.8   10.5    8.9    3.9    0.6 
ZMYM6            172.3  249.1  413.3  615.9 1019.5 
ZMYM1             75.2   88.6   96.1   78.7   30.5 
SFPQ             146.1  199.7  316.7  520.4  940.8 
ZMYM4             16.6    6.5    2.3    0.2    0.0 
KIAA0319L         64.8   81.2  100.6   84.9   42.6 
NCDN              35.9   37.0   32.1   21.7    5.4 
TFAP2E            29.6   27.3   23.4   13.7    2.7 
PSMB2             33.7   43.3   42.7   37.5   17.5 
C1orf216          12.8   17.8   21.4   26.8   20.1 
CLSPN              7.4    7.0    6.3    4.3    0.9 
AGO4              45.9   64.5   64.8   84.1   62.8 
AGO1              44.3   28.0   22.1    8.8    0.8 
AGO3             271.2  206.6  148.8   64.2    7.0 
TEKT2             39.2   46.5   60.1   66.3   55.1 
ADPRHL2           19.7   17.8   15.5   10.4    2.6 
COL8A2            31.4   24.4   15.8    5.9    0.5 
TRAPPC3           34.9   25.4   16.8    5.8    0.5 
MAP7D1            41.3   23.7   12.8    3.6    0.1 
THRAP3            16.2    4.3    1.1    0.1    0.0 
SH3D21            45.1   39.0   29.4   13.2    1.7 
EVA1B             43.5   31.7   23.9    9.0    0.8 
STK40              8.9    8.1    6.7    4.1    0.7 
LSM10             27.8   12.4    4.3    0.5    0.0 
OSCP1             18.0   10.4    5.6    1.3    0.0 
MRPS15            16.8   15.5   14.9    9.5    2.5 
CSF3R             95.9   83.7   67.7   31.8    4.7 
GRIK3             19.9   17.3   12.5    5.7    0.8 
ZC3H12A           39.6   35.8   30.8   15.1    2.0 
MEAF6              4.1    4.0    3.8    2.7    0.7 
SNIP1             95.7   89.1   78.8   41.0    9.0 
DNALI1            37.4   21.2   10.7    2.5    0.1 
GNL2              51.8   48.8   51.6   33.6    9.3 
RSPO1            138.1  120.6   99.3   42.3    5.8 
C1orf109          50.1   11.5    2.5    0.1    0.0 
CDCA8             47.0   22.4   10.7    1.6    0.0 
EPHA10            12.9   12.2   10.7    5.9    1.2 
MANEAL            29.1   26.1   22.1   12.8    2.7 
YRDC              61.1   53.6   34.1   16.0    1.5 
C1orf122           8.0    7.6    7.4    5.0    1.4 
MTF1              52.8   43.1   34.6   15.3    2.3 
INPP5B            17.1   18.4   18.7   15.9    7.1 
SF3A3              4.2    2.3    1.2    0.2    0.0 
FHL3               8.6    8.8    8.0    5.0    1.5 
UTP11             22.6   13.3    8.1    1.6    0.0 
POU3F1            31.2   33.3   32.2   22.1    8.5 
RRAGC             16.3   11.1    6.4    2.2    0.1 
MYCBP             16.4    9.1    4.5    0.9    0.0 
RP5-864K19.6      62.2   34.5   16.2    3.2    0.1 
GJA9              29.7   30.8   27.1   15.4    3.7 
RHBDL2             5.7    4.6    2.8    1.1    0.1 
AKIRIN1           22.5   15.3    9.6    2.6    0.1 
NDUFS5           123.4  111.3  106.2   52.7   13.4 
MACF1            377.5  621.8  795.0 1135.3 1529.7 
BMP8A             65.9   61.1   45.5   23.7    3.5 
PABPC4           320.5  351.1  341.0  289.0  122.2 
HEYL             105.4  134.9  173.0  250.2  229.8 
NT5C1A            21.4   20.2   17.9   11.6    2.7 
HPCAL4             4.0    4.5    3.3    1.7    0.3 
PPIE              38.6   43.6   45.2   48.3   21.9 
BMP8B              5.1    3.3    1.7    0.4    0.0 
OXCT2             13.5   16.3   15.9   12.3    5.0 
TRIT1             14.8   16.3   16.2   11.4    3.9 
MYCL              61.1   41.0   23.9    5.4    0.2 
MFSD2A            70.9   85.1   92.2  105.2   75.5 
CAP1              24.1   16.8    8.3    2.5    0.1 
PPT1              25.0   15.7    9.4    2.1    0.1 
RLF               53.7   52.1   45.6   25.3    5.1 
TMCO2             34.9   31.7   24.4   13.8    2.6 
ZMPSTE24          54.2   69.4   79.4   96.5   79.6 
COL9A2           128.0  107.9   91.9   50.6    7.2 
SMAP2              6.9    2.2    0.7    0.0    0.0 
ZFP69B            53.9   41.6   30.2   11.4    1.0 
ZFP69             57.5   85.8  100.8  139.7  148.5 
EXO5              30.2   25.9   25.9   15.5    4.6 
ZNF684            11.3   10.9    9.5    5.4    1.0 
RIMS3             37.3   19.4    8.8    1.6    0.0 
NFYC              38.0   25.4   13.8    3.9    0.2 
KCNQ4             12.5   15.7   15.7   14.5    6.7 
CITED4           123.3  148.1  176.5  183.4  141.0 
CTPS1            281.9  386.9  420.1  519.5  418.2 
SLFNL1            60.6   40.4   24.0    6.6    0.3 
SCMH1              9.9    3.9    1.5    0.1    0.0 
FOXO6             14.2   11.1    9.2    3.8    0.5 
EDN2              54.7   60.6   52.5   36.6   13.5 
HIVEP3            31.6   35.2   39.3   38.0   17.8 
GUCA2B           226.8  277.4  320.1  360.2  276.4 
GUCA2A            75.9   96.2  111.6  136.4  102.4 
FOXJ3             42.2    8.0    1.6    0.0    0.0 
RIMKLA            12.4    5.8    2.3    0.3    0.0 
ZMYND12           31.7   29.0   24.2   10.9    1.9 
PPCS              25.2   12.4    5.9    0.9    0.0 
CCDC30            42.1   50.8   52.3   39.6   13.4 
PPIH              18.5    8.2    3.5    0.5    0.0 
YBX1              23.1   11.6    7.3    1.8    0.1 
CLDN19            28.9   29.2   28.0   21.4    6.3 
P3H1              25.9   10.4    3.3    0.4    0.0 
C1orf50            3.6    1.4    0.5    0.0    0.0 
RP5-994D16.12     41.7   40.2   34.4   23.6    6.5 
RP5-994D16.11     14.9   13.2   11.6    6.6    1.1 
SVBP              29.9   28.7   20.5   11.0    2.2 
ERMAP              5.8    1.4    0.3    0.0    0.0 
ZNF691            35.9   20.9   11.9    2.2    0.1 
SLC2A1            26.6   30.1   29.7   25.1   10.4 
FAM183A           44.1   38.0   28.9   13.8    1.8 
EBNA1BP2           3.6    0.5    0.1    0.0    0.0 
CFAP57            55.3   78.3   95.8  130.1  116.8 
TMEM125           15.9    9.3    4.5    0.9    0.0 
C1orf210          20.1   16.4   11.0    5.6    0.6 
TIE1              20.9    4.1    0.7    0.0    0.0 
MPL               13.6    4.9    1.6    0.1    0.0 
CDC20             12.4   12.6   11.6    8.9    2.6 
ELOVL1             8.4    5.5    2.8    0.8    0.0 
MED8             140.8   70.8   33.5    5.5    0.1 
SZT2              13.7   14.4   19.4   17.7   12.3 
HYI               15.8   16.2   14.3   10.5    2.9 
PTPRF            117.6  101.7   84.2   42.9    7.5 
KDM4A             30.7   42.6   54.3   66.1   60.8 
ST3GAL3           12.2   13.4   15.1   12.2    5.1 
ARTN              16.9    3.1    0.4    0.0    0.0 
IPO13              7.5    1.0    0.2    0.0    0.0 
DPH2              25.2   30.0   36.5   41.6   30.2 
ATP6V0B          231.2  207.2  167.8  100.8   21.4 
B4GALT2           18.8    6.3    2.0    0.2    0.0 
CCDC24            37.5   44.7   41.3   34.2   12.1 
SLC6A9            30.1   14.9    6.7    1.1    0.0 
KLF17             21.7   19.8   13.6    6.1    1.0 
KLF18             51.7   13.4    2.6    0.1    0.0 
DMAP1             71.5   82.8   74.1   53.8   16.9 
ERI3              10.8   10.5    9.2    6.3    1.4 
RNF220             6.5    3.0    1.3    0.1    0.0 
TMEM53            81.8   97.5  130.3  134.7   76.4 
C1orf228           4.6    2.2    0.9    0.1    0.0 
KIF2C             97.6   59.0   26.0    6.0    0.1 
RPS8              30.6   34.5   36.6   31.8   12.6 
BEST4             45.1   20.4    8.6    1.1    0.0 
PLK3              12.2    6.0    3.0    0.5    0.0 
TCTEX1D4          55.8   83.7  124.7  192.4  302.5 
BTBD19           103.4   97.5   77.3   38.0    5.3 
PTCH2             29.7   26.9   25.8   16.4    3.7 
EIF2B3            39.5   27.4   18.9    6.4    0.4 
HECTD3            99.0   63.7   36.8    9.8    0.5 
UROD               8.6    4.8    3.2    0.8    0.0 
ZSWIM5            14.7    3.7    0.9    0.0    0.0 
HPDL               5.3    1.4    0.3    0.0    0.0 
MUTYH             39.9   45.6   40.7   28.6    9.6 
TOE1              54.6   43.1   25.2    7.6    0.4 
TESK2             53.5   31.6   12.9    2.4    0.0 
CCDC163P         152.3  144.7  108.5   56.7    8.5 
MMACHC             8.0    5.9    3.5    1.3    0.1 
PRDX1             16.0   16.9   19.0   14.8    5.9 
AKR1A1             5.4    4.8    4.1    1.8    0.3 
NASP              26.2   35.6   41.4   48.8   42.9 
CCDC17            27.8   24.2   18.8    9.0    1.2 
GPBP1L1            5.4    3.2    1.6    0.3    0.0 
TMEM69            54.9   38.6   25.4    8.4    0.6 
IPP               24.4   22.4   18.5    8.4    1.5 
MAST2             59.1   63.5   71.5   60.9   29.4 
PIK3R3            11.2    4.2    1.3    0.1    0.0 
TSPAN1           278.3  426.4  672.9 1092.3 2227.1 
RP11-322N21.2     22.0   11.7    5.9    1.0    0.0 
POMGNT1            7.5    6.0    4.4    2.1    0.3 
LURAP1            17.2   21.2   21.5   22.1   15.4 
RAD54L            20.2   18.8   15.8    7.3    1.3 
LRRC41           112.8   52.7   24.0    3.5    0.1 
UQCRH              7.6    7.3    7.3    4.9    1.6 
NSUN4             40.7   18.5    7.7    1.3    0.0 
FAAH               6.7    2.8    1.0    0.1    0.0 
DMBX1            121.9  151.1  182.8  165.9  109.7 
RP11-49P4.7       37.0   32.1   27.3   13.1    2.0 
KNCN              18.0   14.8   11.3    5.3    0.9 
MKNK1              5.1    2.3    1.0    0.1    0.0 
MOB3C             31.1   37.0   40.6   36.0   25.3 
ATPAF1           336.8  421.6  441.4  383.6  193.0 
TEX38             24.0    3.9    0.5    0.0    0.0 
EFCAB14           59.3   61.8   57.3   38.6   10.2 
CYP4B1           910.2 1155.2 1234.0 1139.1  620.4 
CYP4A11            3.3    1.8    0.6    0.1    0.0 
CYP4X1            53.5   52.6   37.5   17.9    2.5 
CYP4Z1             6.3    2.3    0.7    0.1    0.0 
CYP4A22           26.2    7.2    1.8    0.1    0.0 
PDZK1IP1          16.7   13.7   10.7    5.0    0.7 
TAL1              66.3   45.2   27.1   10.6    0.7 
STIL              98.1  120.7  125.7   92.1   31.7 
CMPK1            279.3  343.5  325.0  249.9  110.9 
FOXE3              2.8    1.9    1.1    0.3    0.0 
FOXD2             11.3    8.7    5.6    2.1    0.2 
TRABD2B          160.5  275.2  406.3  667.5 1311.6 
AL356289.1        30.8    5.5    0.9    0.0    0.0 
SLC5A9            52.1   54.6   73.9   85.6   62.2 
SPATA6           151.3  217.0  275.1  360.5  331.3 
AGBL4              3.7    2.2    1.2    0.3    0.0 
BEND5             18.2   14.4   11.3    5.1    0.5 
ELAVL4             9.8    3.6    1.4    0.1    0.0 
DMRTA2            19.1   12.5    6.6    1.8    0.1 
FAF1              47.1   31.7   17.0    4.2    0.2 
CDKN2C           225.8  224.7  186.3  125.1   26.1 
C1orf185         220.7  171.0   95.8   34.7    3.3 
RNF11              6.6    7.8    7.7    6.9    3.4 
TTC39A            46.6   23.2   11.5    1.9    0.0 
EPS15             15.4   13.0    9.4    3.9    0.5 
OSBPL9            11.1    9.6    6.3    2.7    0.3 
NRDC              50.3   51.3   44.0   30.8    8.8 
RAB3B             16.8   14.4   11.5    5.9    1.0 
TXNDC12           36.4   16.8    8.6    1.5    0.0 
KTI12              2.2    0.3    0.0    0.0    0.0 
BTF3L4            25.3   27.7   31.1   24.4   10.1 
ZFYVE9             5.9    3.4    1.7    0.4    0.0 
CC2D1B            14.4    8.3    4.6    1.2    0.0 
ORC1              40.5   50.7   48.8   41.4   15.7 
PRPF38A            3.2    1.8    1.1    0.3    0.0 
ZCCHC11           16.4    3.6    0.6    0.0    0.0 
GPX7              79.3   77.0   63.3   32.2    6.1 
FAM159A           24.9   18.1    8.8    2.0    0.1 
COA7              27.5    3.3    0.4    0.0    0.0 
ZYG11B            23.9   24.3   21.7   17.2    5.0 
ZYG11A            20.3    5.9    1.4    0.1    0.0 
ECHDC2            68.7   74.7   93.9   99.4   76.7 
SCP2             142.3  151.6  138.5   85.3   20.6 
AL445183.1         4.8    3.3    1.7    0.4    0.0 
PODN              27.0   17.8    9.8    2.8    0.1 
SLC1A7             6.3    5.0    3.1    1.0    0.1 
CPT2              87.4   79.7   82.0   66.9   21.5 
C1orf123          21.7   19.2   17.4    8.6    1.6 
MAGOH             80.2   65.9   53.2   24.9    3.8 
LRP8              68.3   79.1   77.6   72.6   27.6 
DMRTB1             1.8    1.0    0.5    0.1    0.0 
GLIS1             13.1   19.9   24.1   29.0   32.0 
NDC1             136.2  261.6  378.4  674.1 1493.8 
YIPF1             56.2   52.3   41.3   20.6    3.2 
DIO1              34.9   22.9   12.5    4.2    0.2 
HSPB11           174.5   55.3   16.3    1.2    0.0 
LRRC42             9.0    6.3    3.9    1.4    0.1 
LDLRAD1           10.1   14.0   19.1   24.6   24.1 
TMEM59            40.1   27.1   17.1    5.7    0.3 
TCEANC2            5.9    4.5    3.4    1.4    0.1 
RP11-446E24.4     76.5   64.1   58.0   37.1    7.9 
CDCP2             39.0   21.7   11.9    3.5    0.2 
CYB5RL            45.8   26.9   15.3    3.7    0.2 
MRPL37            11.2    5.5    2.2    0.3    0.0 
SSBP3             19.2   24.6   30.7   37.0   35.5 
ACOT11             8.2    5.6    3.3    0.9    0.1 
FAM151A            9.6    9.3    7.4    4.5    1.0 
MROH7             18.2   29.8   40.8   62.3   96.6 
MROH7-TTC4        16.0   12.0    8.2    2.8    0.2 
TTC4              52.5   16.9    5.2    0.5    0.0 
PARS2             32.6   26.7   21.6    9.3    1.1 
TTC22              9.4    5.3    2.5    0.7    0.0 
LEXM             124.6  137.5  111.4   70.0   17.5 
DHCR24             8.1    3.8    1.3    0.2    0.0 
TMEM61            55.6   87.3  128.1  225.4  388.0 
BSND              11.7   14.1   15.2   13.3    5.9 
PCSK9              4.5    4.3    3.3    1.7    0.3 
USP24             53.1   44.3   30.8   14.9    1.6 
PLPP3            155.5  117.9   78.0   25.0    1.8 
PRKAA2           117.5   95.8   63.9   22.2    2.1 
C1orf168         219.7  306.6  336.8  411.0  314.8 
C8A               16.2   25.2   33.9   38.2   41.7 
C8B               29.2   18.1    9.6    2.0    0.1 
DAB1               8.7    6.8    4.4    1.8    0.2 
OMA1             102.3  145.5  170.2  244.9  203.2 
TACSTD2           28.2   32.0   31.4   25.9   11.3 
MYSM1             23.9   25.0   26.5   18.9    7.6 
JUN               89.1  106.4  107.2   79.5   28.1 
FGGY              20.4    7.4    2.7    0.2    0.0 
HOOK1             62.0   37.2   21.0    4.2    0.1 
CYP2J2            36.0   38.5   35.3   27.1    7.7 
C1orf87           19.5   19.3   18.4   12.3    3.2 
NFIA               8.3    7.1    5.8    2.8    0.4 
TM2D1              9.3   14.0   14.3   15.5    9.3 
PATJ               4.4    5.4    5.1    4.1    1.4 
L1TD1             18.0   22.5   24.3   24.8   15.1 
KANK4             10.8    7.0    3.5    0.8    0.0 
USP1              17.7   16.9   15.2    8.0    1.8 
DOCK7              2.3    1.8    1.2    0.5    0.0 
ANGPTL3           36.1   52.2   60.3   73.6   59.0 
ATG4C             51.8   31.7   16.7    4.3    0.1 
FOXD3              5.6    1.6    0.4    0.0    0.0 
ALG6              46.6   67.6   83.9  114.5  135.4 
ITGB3BP           21.6    7.7    2.1    0.1    0.0 
EFCAB7            37.0   21.0   11.1    2.2    0.1 
PGM1              56.1   30.6   18.3    4.1    0.2 
ROR1               6.4    8.7   10.4   10.8    9.1 
UBE2U             28.4   20.8   12.6    4.1    0.3 
CACHD1             9.7    2.0    0.4    0.0    0.0 
RAVER2            32.1   35.2   31.7   22.5    6.3 
