#gene_name           tpm[12h/0h]  tpm[24h/0h]  tpm[48h/0h]  tpm[96h/0h]  synth_rate   halflife
ACVR2B               1.3          1.3          1.0          0.4          3.4          17.0
ACVRL1               0.9          0.6          0.3          0.1          4.2          12.4
ACY1                 0.4          0.2          0.0          0.0          3.7          7.2
ACY3                 0.3          0.1          0.0          0.0          1.8          6.4
ACYP1                0.8          0.6          0.3          0.0          4.3          12.2
ACYP2                1.1          0.9          0.7          0.2          9.5          15.5
AD000671.6           1.6          2.0          2.5          2.6          1.2          25.1
ADA                  0.5          0.2          0.0          0.0          2.2          8.2
ADAD1                0.6          0.3          0.1          0.0          2.5          9.1
ADAD2                1.2          1.2          1.0          0.5          1.1          17.4
ADAL                 1.1          1.1          0.9          0.3          3.4          15.7
ADAM10               0.4          0.2          0.0          0.0          5.6          7.0
ADAM11               1.2          1.2          1.1          0.4          1.3          17.1
ADAM12               0.5          0.2          0.1          0.0          0.4          8.3
ADAM15               0.1          0.0          0.0          0.0          0.7          4.0
ADAM17               1.2          0.9          0.6          0.1          8.0          13.7
ADAM18               0.0          0.0          0.0          0.0          2.5          2.4
ADAM19               0.4          0.1          0.0          0.0          0.6          6.7
ADAM2                0.9          0.8          0.4          0.1          6.6          13.5
ADAM20               1.0          0.8          0.4          0.1          2.2          13.1
ADAM21               0.7          0.5          0.2          0.0          2.3          10.4
ADAM22               1.2          1.3          1.3          0.8          4.9          19.5
ADAM23               1.0          0.8          0.5          0.1          0.4          13.6
ADAM28               0.7          0.4          0.1          0.0          1.8          9.9
ADAM29               0.7          0.4          0.1          0.0          1.4          10.0
ADAM30               1.6          2.3          2.8          3.0          0.8          25.9
ADAM32               1.3          1.9          2.2          2.6          2.5          24.6
ADAM33               1.3          2.0          2.5          2.5          1.0          24.7
ADAM7                0.8          0.7          0.4          0.1          1.9          12.5
ADAM8                0.4          0.1          0.0          0.0          2.3          6.5
ADAM9                0.9          0.8          0.5          0.1          1.5          13.6
ADAMDEC1             0.6          0.3          0.1          0.0          4.2          9.0
ADAMTS1              1.5          2.3          3.4          6.2          2.6          32.4
ADAMTS10             0.7          0.4          0.1          0.0          1.6          9.5
ADAMTS12             1.7          1.8          2.5          2.4          0.8          24.6
ADAMTS13             0.2          0.0          0.0          0.0          2.7          5.2
ADAMTS14             1.1          1.1          0.8          0.3          0.3          15.7
ADAMTS15             0.3          0.1          0.0          0.0          6.8          5.6
ADAMTS16             1.3          1.3          1.7          1.1          0.4          21.0
ADAMTS17             0.9          0.7          0.4          0.1          2.1          13.3
ADAMTS18             0.9          1.1          0.8          0.3          2.7          16.1
ADAMTS19             0.8          0.6          0.3          0.0          3.6          11.8
ADAMTS2              0.8          0.5          0.2          0.0          43.9         10.8
