#gene	sample4	sample5	sample6
BCAR3	82	52	61
DNTTIP2	7083	4151	3584
GCLM	2975	2289	621
ABCA4	3067	1371	1975
ARHGAP29	1553	2160	1217
ABCD3	1819	1949	4062
F3	2225	913	1796
SLC44A3	3410	2392	1294
CNN3	3324	3398	3840
ALG14	766	577	509
TMEM56	196	102	226
TMEM56-RWDD3	130	89	147
RWDD3	3328	3128	1282
PTBP2	767	536	990
DPYD	4269	4197	2354
SNX7	300	251	607
PLPPR5	689	910	1256
PLPPR4	441	562	415
PALMD	161	297	333
FRRS1	396	367	847
AGL	426	347	208
AC096949.1	6161	3246	3598
SLC35A3	864	868	851
MFSD14A	590	3995	3370
SASS6	11700	4961	4061
TRMT13	2767	5941	3402
LRRC39	3428	2312	6711
DBT	1724	1424	1121
RTCA	4023	14590	6223
CDC14A	2056	8359	4039
GPR88	4318	3054	6416
VCAM1	4879	17740	13715
EXTL2	3911	981	1950
SLC30A7	2653	2032	1037
DPH5	1812	8922	8528
S1PR1	293	106	471
OLFM3	599	265	1093
COL11A1	8867	7439	5617
RNPC3	1929	4173	3306
AMY2B	2714	945	3110
AMY2A	697	767	650
AMY1A	1558	192	1748
AMY1B	359	292	338
AMY1C	3555	1782	1932
PRMT6	805	1437	513
NTNG1	1132	2272	2106
VAV3	1598	1648	672
SLC25A24	738	974	873
NBPF4	2565	2954	2649
NBPF6	1291	1687	771
FAM102B	2743	4547	2355
HENMT1	2291	1771	2806
PRPF38B	1708	1491	753
FNDC7	11452	18356	6287
STXBP3	2686	2834	1945
AKNAD1	560	477	935
RP11-475E11.9	1075	916	319
GPSM2	7437	2501	3999
CLCC1	2421	2900	587
WDR47	3061	3735	2711
TAF13	25209	12822	20408
TMEM167B	93	317	349
C1orf194	800	1113	856
KIAA1324	975	855	947
SARS	219	523	407
CELSR2	2900	2677	3109
PSRC1	4532	2537	1759
MYBPHL	3249	1899	3090
SORT1	7255	11763	6024
PSMA5	7784	7037	13925
SYPL2	49	97	52
ATXN7L2	817	716	1737
CYB561D1	3683	2762	3566
AMIGO1	4326	3372	3995
GPR61	4795	4327	3691
GNAI3	1067	1807	1332
GNAT2	2698	3317	1056
AMPD2	348	365	715
GSTM4	1971	835	981
GSTM2	8562	3995	3530
GSTM1	102	56	98
GSTM5	1590	1362	1960
GSTM3	4680	7223	6439
EPS8L3	4092	4237	4193
CSF1	433	530	203
AHCYL1	275	143	154
STRIP1	175	215	171
ALX3	2157	5040	6433
UBL4B	859	425	422
SLC6A17	962	1576	2447
KCNC4	1219	3192	1605
RBM15	5779	4285	3827
SLC16A4	7734	14552	6690
LAMTOR5	3210	1666	1307
PROK1	10063	7718	5560
KCNA10	1741	1340	1566
KCNA2	723	1493	757
KCNA3	6232	8030	7649
CD53	815	1831	1388
LRIF1	4076	5976	3850
DRAM2	1284	1779	1897
CEPT1	2991	1478	2440
DENND2D	9232	3973	2813
CHI3L2	5286	3014	3218
CHIA	1641	971	1243
PIFO	617	979	1127
OVGP1	943	617	756
WDR77	1993	5040	1988
ATP5F1	643	1491	488
C1orf162	1748	1716	1387
TMIGD3	7143	6424	6962
ADORA3	14879	7215	13940
RAP1A	1804	1269	2015
FAM212B	916	1057	422
DDX20	1709	5904	4887
KCND3	1382	2265	1559
CTTNBP2NL	175	177	123
WNT2B	2467	3122	2620
ST7L	2849	2145	5245
CAPZA1	2808	5101	4386
MOV10	1021	1007	673
RHOC	3110	2347	2019
RP11-426L16.10	1864	699	1306
PPM1J	947	555	862
FAM19A3	2199	2415	2729
SLC16A1	1570	750	1101
LRIG2	2968	4146	1443
MAGI3	117	70	150
PHTF1	1922	3500	2562
RSBN1	5206	3649	3228
PTPN22	688	1203	852
BCL2L15	5415	5306	4531
AP4B1	5687	5465	3801
DCLRE1B	41	71	82
HIPK1	499	274	622
OLFML3	580	278	1109
SYT6	304	446	294
TRIM33	861	910	933
BCAS2	1228	466	220
DENND2C	1046	1138	1238
AMPD1	1247	1071	2418
NRAS	550	2353	1122
CSDE1	10118	6428	6194
SIKE1	143	174	118
SYCP1	1743	4417	2384
TSHB	737	458	480
TSPAN2	1354	413	926
NGF	1582	1531	1264
VANGL1	420	503	161
CASQ2	4024	14024	3784
NHLH2	1273	2907	1092
SLC22A15	748	387	763
MAB21L3	1214	5404	3378
ATP1A1	1451	1226	1120
CD58	3021	1399	1582
IGSF3	1636	2864	2096
CD2	278	283	326
PTGFRN	7578	4684	2353
CD101	309	389	127
TTF2	779	3395	1719
TRIM45	106	98	119
VTCN1	2653	5357	5548
MAN1A2	868	1144	2366
FAM46C	4726	7264	3336
GDAP2	18	22	19
WDR3	3195	3133	3900
SPAG17	965	759	1387
TBX15	422	330	1014
WARS2	3230	2917	1500
HAO2	544	587	668
HSD3B2	1606	1941	3137
HSD3B1	955	715	254
ZNF697	5754	3517	2039
PHGDH	1614	3373	1683
HMGCS2	4079	7897	6255
REG4	5319	4688	3412
ADAM30	1113	1439	3115
NOTCH2	2447	3268	6698
SEC22B	201	131	319
NBPF26	1213	2508	1210
PPIAL4A	1363	2261	1215
AC241377.1	7011	9405	9237
FCGR1B	6069	3707	6590
FAM72B	1986	3438	3008
SRGAP2C	2172	2952	3296
HIST2H3PS2	7123	4658	3669
FAM72C	5137	2019	4751
PPIAL4E	294	529	235
NBPF15	1826	791	424
PPIAL4F	1685	1181	2523
SRGAP2B	1543	962	955
FAM72D	111	89	64
AC241585.1	1673	3631	6380
PPIAL4D	6602	4747	4372
NBPF20	1603	4136	4539
GPR89A	981	1613	546
PDZK1	4581	3279	3569
CD160	216	114	181
RNF115	8690	18210	13657
POLR3C	2609	7218	2448
NUDT17	1290	1594	874
PIAS3	2235	2890	2584
ANKRD35	607	586	366
ITGA10	3978	4303	2660
PEX11B	1925	1694	1962
RBM8A	789	735	291
CH17-270A2.2	4152	11607	8857
LIX1L	2899	2788	3342
ANKRD34A	329	1630	949
POLR3GL	2353	2998	3470
TXNIP	4361	5156	4191
HFE2	9053	3401	5776
NBPF10	546	1104	924
RP11-458D21.5	2990	4630	5350
NOTCH2NL	398	1162	862
AC243756.1	4945	4977	1996
NBPF12	2101	2415	3450
PRKAB2	3892	2726	2839
FMO5	743	501	330
CHD1L	3094	3634	3886
BCL9	6905	6590	5858
ACP6	6136	10331	4683
GJA5	956	678	568
GJA8	566	1041	1157
GPR89B	14514	31220	7867
NBPF11	1013	1266	1731
AC245100.1	1763	2665	1302
PPIAL4G	54	84	48
NBPF14	1650	1295	1406
PDE4DIP	398	1171	444
NBPF9	3825	6195	4977
NBPF19	705	1257	604
PPIAL4C	706	1061	2550
FAM231D	605	613	175
FCGR1A	11297	6994	6415
HIST2H2BF	1023	1165	515
HIST2H3D	1336	1733	1986
HIST2H4A	554	507	1128
HIST2H3C	951	2187	2229
HIST2H2AA3	2230	2500	3170
HIST2H2AA4	2168	2932	2562
HIST2H3A	7617	5341	4869
HIST2H4B	1166	1491	1806
HIST2H2BE	2616	3307	1673
HIST2H2AC	948	323	413
HIST2H2AB	3217	1422	1769
BOLA1	66	382	794
SV2A	9541	11085	6520
SF3B4	5061	4668	9562
MTMR11	363	280	90
OTUD7B	1426	602	591
VPS45	4144	11644	3202
PLEKHO1	2223	1525	1537
ANP32E	1548	3338	3868
CA14	479	259	439
APH1A	11645	3866	11004
C1orf54	2073	971	936
CIART	1803	2254	3591
MRPS21	3438	2253	3315
AC242988.1	10490	13233	8724
PRPF3	3683	2358	2219
RPRD2	4903	1413	2052
TARS2	2126	705	1012
ECM1	2279	5149	2709
ADAMTSL4	2046	1078	1092
MCL1	1633	3635	2921
ENSA	799	1798	1786
GOLPH3L	4837	5031	6206
HORMAD1	2488	2230	1933
CTSS	40610	42905	29112
CTSK	796	1322	790
ARNT	311	161	362
RP11-235D19.4	1783	527	1862
SETDB1	12625	12948	9930
CERS2	1036	1203	775
ANXA9	899	579	770
FAM63A	5826	4721	11270
PRUNE1	3745	2215	2595
BNIPL	6020	4036	5271
C1orf56	476	424	460
CDC42SE1	2355	1689	2519
MLLT11	973	544	591
GABPB2	1566	1698	1081
SEMA6C	22535	12988	13234
TNFAIP8L2	132	354	626
SCNM1	1586	2359	3059
LYSMD1	419	538	490
TMOD4	698	1343	4737
VPS72	1073	710	1255
PIP5K1A	4769	4056	4733
PSMD4	3223	2755	1934
ZNF687	70	61	198
PI4KB	838	2772	1161
RFX5	440	646	287
SELENBP1	9150	5563	11927
PSMB4	2296	1807	4220
POGZ	101	158	201
CGN	7496	7969	3817
TUFT1	1303	927	881
SNX27	381	320	415
CELF3	633	491	528
RIIAD1	1558	7416	3693
MRPL9	2053	2453	3483
OAZ3	10054	11270	5993
TDRKH	7173	7393	12802
LINGO4	3129	3614	6099
RORC	3917	2297	2279
C2CD4D	1088	1099	2161
THEM5	1537	1629	1817
THEM4	446	616	582
S100A10	1085	2494	2226
S100A11	114	208	96
TCHHL1	2366	1242	964
TCHH	3061	4905	2943
RPTN	2611	1376	613
HRNR	2770	2211	2248
FLG	2022	755	2967
FLG2	374	245	420
CRNN	3296	3599	3922
LCE5A	2936	2504	4757
AL135842.1	2754	2923	2823
CRCT1	528	376	728
LCE3E	3246	2939	3831
LCE3D	2438	1521	935
LCE3C	759	645	557
LCE3B	5679	9767	4840
LCE3A	3250	3714	1184
LCE2D	848	357	526
LCE2C	1772	2460	3524
LCE2B	1878	5057	3216
LCE2A	2488	6786	5636
LCE4A	1273	987	1648
C1orf68	5272	8173	6698
KPRP	513	901	917
LCE1F	124	157	84
LCE1E	252	134	324
LCE1D	2952	5759	1322
LCE1C	1151	3892	1891
LCE1B	4360	4128	1789
LCE1A	366	268	166
LCE6A	74	64	70
SMCP	43	39	29
IVL	2522	3438	2919
RP1-20N18.10	183	260	503
SPRR4	879	759	660
SPRR1A	422	532	1192
SPRR3	989	1345	1294
SPRR1B	838	897	728
SPRR2D	356	430	370
SPRR2A	2	4	3
SPRR2B	1632	1688	1154
SPRR2E	2882	4452	1670
SPRR2F	2438	1728	2034
SPRR2G	1112	1074	1640
LELP1	2176	2815	3007
PRR9	372	141	492
LOR	10201	9731	9822
PGLYRP3	6416	9497	6459
PGLYRP4	5323	4844	8494
S100A9	5155	8088	8078
S100A12	2855	2598	4232
S100A8	1161	910	825
S100A7A	5816	6755	8455
S100A7L2	2025	699	887
S100A7	1241	696	1145
S100A6	1491	2571	2487
S100A5	3511	11532	7790
S100A4	237	120	154
S100A3	7889	5735	7142
S100A2	2361	1038	1339
S100A16	2174	2071	2334
S100A14	1240	1851	514
S100A13	2705	2689	5818
S100A1	854	1062	2241
CHTOP	2840	2900	577
SNAPIN	3151	2016	3672
ILF2	275	505	434
NPR1	822	959	1183
INTS3	168	405	180
AL513523.2	3049	3962	3877
SLC27A3	762	1421	572
GATAD2B	11253	10356	5987
DENND4B	3142	2999	2482
CRTC2	8386	6687	10161
SLC39A1	20737	18775	27239
CREB3L4	5076	5614	12852
JTB	15071	3400	10927
RAB13	2538	3395	6653
RPS27	579	368	690
NUP210L	5021	11399	3688
TPM3	13105	20770	5885
C1orf189	7129	10645	10589
C1orf43	5651	4838	3876
UBAP2L	2939	2791	5391
HAX1	4840	4994	3188
AQP10	1867	952	1098
ATP8B2	3043	3337	1455
IL6R	1106	1579	886
SHE	356	214	118
TDRD10	1859	951	2447
UBE2Q1	190	95	128
CHRNB2	512	714	526
ADAR	3464	3380	8625
KCNN3	4011	2295	6911
PMVK	552	573	553
PBXIP1	130	174	149
PYGO2	5859	8559	4839
SHC1	3444	1897	1423
CKS1B	3277	2009	2859
FLAD1	128	97	44
LENEP	6092	5794	7552
ZBTB7B	294	280	592
DCST2	301	650	881
DCST1	8	8	19
ADAM15	3285	4877	3865
EFNA4	4178	6080	5209
RP11-540D14.8	6361	5140	3792
EFNA3	1689	1934	1799
EFNA1	2800	1518	4200
SLC50A1	3398	7885	4434
DPM3	366	183	169
KRTCAP2	427	234	589
RP11-201K10.3	1605	3003	2113
TRIM46	4527	9102	8775
MUC1	137	239	93
AC234582.2	2473	2176	2095
AC234582.1	655	1436	1878
THBS3	2497	6815	2378
MTX1	3102	1189	1058
GBA	2416	1778	2552
FAM189B	6528	3679	2052
SCAMP3	824	938	1062
CLK2	97	288	107
HCN3	704	1974	649
PKLR	4215	4477	2377
FDPS	8654	11968	4632
RUSC1	87	77	79
ASH1L	5735	4975	4563
MSTO1	3838	1137	3757
YY1AP1	5047	3756	3345
DAP3	1482	2065	3650
GON4L	2484	7219	9556
SYT11	2449	1218	1043
RIT1	13035	10322	5809
KIAA0907	4367	6729	4912
RXFP4	18310	12862	10604
ARHGEF2	1665	1391	2097
SSR2	3793	3261	3911
UBQLN4	230	547	308
LAMTOR2	1187	1311	687
RAB25	145	66	77
MEX3A	506	401	238
LMNA	1017	1040	1623
SEMA4A	6089	8513	7625
SLC25A44	2008	1872	1343
PMF1-BGLAP	39	17	43
PMF1	1483	2419	2261
BGLAP	2041	5603	5753
PAQR6	2287	1191	355
SMG5	2316	1608	7199
TMEM79	8651	12910	4905
GLMP	173	76	112
VHLL	2049	3772	2062
CCT3	1154	692	1232
TSACC	776	1076	1338
RHBG	2520	2355	3302
C1orf61	1464	1157	923
MEF2D	3440	6247	5287
IQGAP3	7372	4179	11186
TTC24	1762	926	1550
NAXE	771	2014	383
GPATCH4	945	1265	2639
AL365181.1	4	10	4
HAPLN2	6587	6039	2997
BCAN	2159	3196	2047
NES	1396	1470	1117
CRABP2	179	184	419
ISG20L2	833	605	829
RRNAD1	3618	5191	4356
MRPL24	2896	2090	2234
HDGF	2887	2163	2671
PRCC	9326	11750	8332
SH2D2A	239	523	739
NTRK1	2135	1458	1777
INSRR	3064	7764	8334
PEAR1	892	690	610
LRRC71	4450	3962	3240
ARHGEF11	7774	6241	6563
ETV3L	215	768	411
ETV3	489	657	331
FCRL5	671	1350	531
FCRL4	3835	4450	1676
FCRL3	4317	10384	9769
FCRL2	1695	872	1047
FCRL1	101	29	189
CD5L	880	621	1255
KIRREL	77	95	129
CD1D	257	232	246
CD1A	1090	1128	763
CD1C	100	219	171
CD1B	2425	3922	2552
CD1E	2640	5816	3207
OR10T2	3985	3287	1789
OR10K2	2067	1491	1139
OR10K1	551	294	343
OR10R2	972	1285	705
OR6Y1	987	1338	975
OR6P1	346	500	565
OR10Z1	6203	7690	7044
SPTA1	11145	6185	6684
OR6K2	65	154	310
OR6K3	838	590	1156
OR6K6	2845	1699	2212
OR6N1	7380	2110	2736
OR6N2	2610	2945	2201
MNDA	1	0	1
PYHIN1	589	800	669
IFI16	3605	5361	3104
AIM2	913	956	725
CADM3	1414	1381	2376
ACKR1	7422	3350	3763
FCER1A	316	374	815
OR10J3	7785	6809	3755
OR10J1	234	303	700
OR10J5	6020	6626	6526
APCS	92	73	54
CRP	4092	7819	5163
DUSP23	6731	7681	8282
FCRL6	8702	1923	5842
SLAMF8	659	578	778
C1orf204	2750	1026	2516
VSIG8	1927	625	2275
RP11-190A12.7	1136	1244	369
CFAP45	1389	1332	1423
TAGLN2	5208	3651	7926
IGSF9	9262	9015	14718
SLAMF9	31	44	18
KCNJ10	2253	2339	768
PIGM	3389	4416	3774
KCNJ9	4391	1706	2002
IGSF8	3415	2824	3068
ATP1A2	2366	1118	1062
ATP1A4	10298	10388	3891
CASQ1	559	1407	554
PEA15	5262	2682	6661
DCAF8	7926	4701	3401
RP11-574F21.3	382	601	1150
PEX19	3795	3727	4267
COPA	1035	1270	1089
NCSTN	7361	6311	3437
NHLH1	1564	837	972
VANGL2	916	832	1150
SLAMF6	3287	3028	3710
CD84	124	131	131
SLAMF1	1300	3070	900
CD48	11691	8775	8851
SLAMF7	16128	10657	11486
LY9	583	398	449
CD244	3478	3430	6611
ITLN1	6068	5426	5228
ITLN2	3786	5369	5526
F11R	1987	4821	5496
RP11-544M22.13	141	107	117
TSTD1	1968	3412	5452
USF1	164	353	698
ARHGAP30	346	606	451
AL591806.1	3399	1374	2393
NECTIN4	2080	837	977
KLHDC9	3087	3343	1495
PFDN2	611	534	321
NIT1	2812	7167	2767
DEDD	736	650	295
UFC1	2603	3876	8405
USP21	2116	3931	2402
PPOX	73	75	46
B4GALT3	2254	2424	5334
ADAMTS4	2732	1267	1575
NDUFS2	11794	7608	16076
FCER1G	760	1241	448
APOA2	7238	5392	3863
TOMM40L	7711	2438	5503
NR1I3	4480	8819	8508
PCP4L1	2048	1763	1698
MPZ	78	45	25
SDHC	4875	2621	1505
CFAP126	644	254	294
FCGR2A	2172	3602	4201
HSPA6	4248	3305	3376
FCGR3A	517	1252	1022
FCGR3B	13471	18973	7343
FCGR2B	5801	3335	4619
FCRLA	8108	4880	6257
FCRLB	241	286	174
DUSP12	383	387	395
ATF6	649	818	688
OLFML2B	2128	1417	1785
NOS1AP	5853	4601	15584
RP11-565P22.6	676	655	820
C1orf226	2895	4702	6881
C1orf111	69	298	170
SH2D1B	2180	2078	1912
UHMK1	4068	3249	4616
UAP1	888	1044	625
DDR2	1143	380	765
HSD17B7	5212	10135	5051
CCDC190	2854	1747	3005
RGS4	1310	2348	2564
RGS5	432	327	1152
NUF2	628	1016	674
PBX1	3489	3886	2206
LMX1A	1279	962	839
RXRG	849	627	1075
LRRC52	4349	7259	5011
MGST3	13127	13910	13177
ALDH9A1	3895	4042	3432
TMCO1	148	117	283
UCK2	9418	10155	7494
FAM78B	4307	6465	2996
POGK	1910	1910	4712
TADA1	418	129	228
ILDR2	3004	1763	2829
MAEL	1433	712	369
GPA33	483	363	163
DUSP27	534	403	408
POU2F1	2933	4071	2113
CD247	974	915	540
CREG1	287	273	250
RCSD1	3517	2427	1689
MPZL1	1262	531	679
ADCY10	7168	10095	6161
MPC2	2291	1301	4575
DCAF6	1609	841	1794
GPR161	1721	2083	1875
TIPRL	230	357	517
SFT2D2	4955	5658	6038
TBX19	6980	5916	7252
XCL2	5407	3992	6091
XCL1	4234	5479	2724
DPT	5898	7910	3970
ATP1B1	3988	4507	5730
NME7	4611	3046	4284
BLZF1	1989	1384	1971
CCDC181	589	900	486
SLC19A2	130	139	277
F5	4286	1594	7950
SELP	6749	8581	9897
C1orf112	2744	6013	5500
SELL	408	155	204
SELE	18	35	29
METTL18	1229	2444	2700
SCYL3	1759	2824	3004
KIFAP3	2265	3276	2075
METTL11B	589	1835	1097
GORAB	8315	5409	9638
PRRX1	4086	3272	2339
MROH9	39	92	59
FMO3	211	342	327
FMO2	854	809	597
FMO1	1751	1075	2211
FMO4	778	2164	769
PRRC2C	891	824	822
RP3-454G6.2	1853	2474	2633
MYOC	1145	1166	1154
VAMP4	4329	8699	5447
METTL13	74	36	56
DNM3	1311	910	2617
PIGC	1063	1408	1462
C1orf105	5087	7670	6826
SUCO	2442	2447	1349
FASLG	78	97	85
TNFSF18	681	543	1826
TNFSF4	4042	7679	879
PRDX6	57	24	70
SLC9C2	3470	2596	3758
ANKRD45	4971	1736	7668
RP11-360D2.1	1059	654	567
KLHL20	1067	1448	2141
CENPL	247	168	264
DARS2	1540	2458	2698
ZBTB37	942	947	637
SERPINC1	2312	1931	1615
RC3H1	275	98	446
RABGAP1L	2162	1381	934
GPR52	1259	1213	3191
CACYBP	2285	1101	3586
MRPS14	981	1329	1938
TNN	1203	1093	1045
KIAA0040	447	429	237
TNR	3370	1772	4517
RFWD2	2900	4253	4393
PAPPA2	677	580	1297
ASTN1	3299	1883	4555
BRINP2	940	2983	3510
SEC16B	11343	9547	5298
RASAL2	12	13	26
LINC00083	11093	12690	12470
TEX35	4094	12212	6792
RALGPS2	1642	853	1320
ANGPTL1	10532	5739	6235
FAM20B	3729	3618	1236
TOR3A	4663	6273	6548
ABL2	1335	1703	1665
SOAT1	2501	2125	1524
AXDND1	821	674	1309
NPHS2	4957	2973	7167
TDRD5	1698	1427	569
FAM163A	472	339	1680
TOR1AIP2	4278	12129	4397
TOR1AIP1	53	161	125
CEP350	4410	2974	6372
QSOX1	436	323	138
LHX4	1853	5550	4033
ACBD6	584	1117	504
XPR1	9395	2637	5666
KIAA1614	1217	3080	1426
STX6	1996	1904	2523
MR1	1521	800	567
IER5	177	236	228
CACNA1E	2575	4346	5698
ZNF648	487	665	263
GLUL	284	345	315
TEDDM1	336	826	455
RGSL1	1559	1575	1606
RNASEL	1411	1188	1727
RGS16	1318	1963	1561
RGS8	1630	940	1308
NPL	465	269	257
DHX9	1616	1921	2312
SHCBP1L	1320	1268	1239
LAMC1	1497	1827	1542
LAMC2	13275	7942	15991
NMNAT2	668	1843	1392
SMG7	133	135	81
NCF2	2847	3896	4167
ARPC5	784	1285	2471
RGL1	8588	5683	5078
APOBEC4	766	594	1582
COLGALT2	10427	13232	16734
TSEN15	1426	2396	1400
C1orf21	12399	9759	10575
EDEM3	3282	1792	5244
FAM129A	1993	3464	2627
RNF2	308	955	530
TRMT1L	989	663	452
SWT1	1184	2759	2192
IVNS1ABP	342	363	216
HMCN1	4863	7775	5445
PRG4	4520	2179	1935
TPR	171	321	217
C1orf27	3404	3261	5599
AL596220.1	595	634	270
OCLM	98	101	190
PDC	10778	11088	7849
PTGS2	6003	8340	12096
PLA2G4A	1451	1076	1386
BRINP3	4900	4802	4802
RGS18	156	183	130
RGS21	1181	1409	2643
RGS1	121	67	104
RGS13	2077	1716	2057
RGS2	2325	2049	936
UCHL5	1294	912	706
TROVE2	7369	7977	4169
GLRX2	10933	4690	10248
CDC73	1081	1823	2410
B3GALT2	788	280	560
KCNT2	3514	5731	2194
CFH	4383	6186	8558
CFHR3	5259	2460	2979
RP4-608O15.3	1458	630	2007
CFHR1	7889	4475	5388
CFHR4	1126	1667	3375
CFHR2	6149	4823	4947
CFHR5	5371	2688	6039
F13B	3447	7346	6877
ASPM	324	361	414
ZBTB41	35	28	44
CRB1	3342	2210	1565
DENND1B	2102	2887	714
C1orf53	2871	2461	779
LHX9	6076	5052	4041
NEK7	2040	2959	1818
ATP6V1G3	3689	9424	7588
PTPRC	4037	1345	2722
NR5A2	253	731	643
ZNF281	4709	8923	9618
KIF14	3565	2968	3839
DDX59	6699	6242	12147
CAMSAP2	105	39	49
GPR25	1241	2871	2463
C1orf106	2450	14657	5685
KIF21B	2135	2029	3484
CACNA1S	6517	2743	5860
ASCL5	1359	796	1152
TMEM9	2983	2222	1248
IGFN1	3292	2834	4348
PKP1	1025	552	1027
TNNT2	1612	631	951
LAD1	6244	4952	2173
TNNI1	2376	2402	1843
PHLDA3	8823	2407	3505
CSRP1	3398	2285	2371
NAV1	1565	3363	2423
IPO9	6742	6361	5913
SHISA4	11	13	11
LMOD1	1072	944	1676
TIMM17A	1210	1703	1754
RNPEP	3578	2096	2434
ELF3	1106	518	324
GPR37L1	3295	2004	1260
ARL8A	885	980	1271
PTPN7	3498	3048	4410
LGR6	1104	773	1124
UBE2T	52	114	127
PPP1R12B	1546	4203	1157
SYT2	1088	580	541
KDM5B	2869	2787	629
RABIF	3429	1076	2205
KLHL12	3792	9876	4818
ADIPOR1	2057	2993	3670
CYB5R1	362	1696	2946
TMEM183A	349	333	428
PPFIA4	5231	6598	3936
MYOG	1136	1518	1749
ADORA1	1373	2762	1975
MYBPH	1509	2379	660
CHI3L1	2730	1589	1032
CHIT1	25	35	31
BTG2	127	89	124
FMOD	656	651	1118
PRELP	1091	1661	1579
OPTC	1808	4320	1723
ATP2B4	2737	2099	3800
LAX1	899	1248	345
ZC3H11A	10129	5060	8591
ZBED6	636	535	243
SNRPE	1404	4782	2633
SOX13	1332	840	731
ETNK2	396	761	575
REN	915	1159	1485
KISS1	1366	1747	2760
GOLT1A	1437	1619	1318
PLEKHA6	2228	1031	2027
PPP1R15B	6515	3047	4442
PIK3C2B	3482	6755	6378
MDM4	4026	16124	5194
LRRN2	1239	959	1021
NFASC	262	369	300
CNTN2	528	1065	622
TMEM81	1163	744	705
RBBP5	1064	1628	1209
DSTYK	420	263	627
TMCC2	2612	3206	1738
NUAK2	1798	6779	4162
KLHDC8A	6584	5118	2433
LEMD1	58	54	64
CDK18	1973	3601	1307
MFSD4A	45	33	78
ELK4	2835	4153	2427
SLC45A3	5219	1147	6501
NUCKS1	215	225	135
RAB29	2042	1835	2445
SLC41A1	972	1979	1250
PM20D1	3483	6795	1986
SLC26A9	964	660	401
RAB7B	2322	3441	8170
CTSE	12787	4222	13034
C1orf186	235	221	273
AVPR1B	74	78	67
FAM72A	3479	3366	3476
SRGAP2	1707	953	1131
IKBKE	3161	2714	1338
RASSF5	2	14	9
EIF2D	7701	4470	5760
DYRK3	2629	3610	3089
MAPKAPK2	1147	614	998
IL10	2200	2455	2775
IL19	5023	4368	4052
IL20	1625	1467	4048
IL24	440	293	331
FCMR	782	2476	2914
PIGR	429	809	443
FCAMR	11391	9174	5198
C1orf116	1402	880	508
PFKFB2	2912	2659	3523
YOD1	1819	2444	1369
C4BPB	157	494	358
C4BPA	178	419	446
CD55	647	1067	517
CR2	2730	2920	2510
CR1	106	107	150
CR1L	12616	17272	9184
CD46	12120	11801	10501
CD34	6596	6059	3461
PLXNA2	1381	2686	3937
CAMK1G	6061	5304	4135
LAMB3	4516	3088	5701
G0S2	3017	3328	3460
HSD11B1	322	328	317
TRAF3IP3	405	787	421
C1orf74	211	304	475
IRF6	17086	11232	15908
DIEXF	3980	3385	1728
SYT14	2805	1910	3403
AL022397.1	1167	1356	1401
SERTAD4	1636	2487	4482
HHAT	4893	5332	4276
KCNH1	1522	1254	1284
RCOR3	523	629	515
TRAF5	13609	12270	14842
RD3	1718	2262	2904
SLC30A1	59	121	43
NEK2	10069	5036	5073
LPGAT1	1546	1585	3059
INTS7	344	375	264
DTL	1300	299	1036
PPP2R5A	2730	2803	2458
TMEM206	3998	9617	8711
NENF	230	177	247
ATF3	379	218	311
FAM71A	2850	4195	4563
BATF3	580	604	1150
NSL1	531	823	1045
TATDN3	1990	6005	4463
SPATA45	1696	5380	3664
FLVCR1	3696	9402	4778
VASH2	1548	5648	3390
ANGEL2	1549	2090	1577
RPS6KC1	3421	1806	6295
PROX1	2815	3708	2404
SMYD2	223	626	143
PTPN14	2399	9597	3748
CENPF	25270	28792	15634
KCNK2	2157	2593	3010
KCTD3	5695	3416	4172
USH2A	2105	1322	1589
ESRRG	3855	1436	2009
GPATCH2	253	440	472
SPATA17	157	201	101
RRP15	700	704	811
TGFB2	5219	3950	7395
LYPLAL1	3665	3321	2387
ZC3H11B	8119	1778	6376
SLC30A10	716	759	1211
EPRS	503	1323	559
BPNT1	2512	2879	3194
IARS2	9863	6328	7490
RAB3GAP2	313	461	825
MARK1	2527	2340	2225
C1orf115	169	121	136
MARC2	490	1066	385
MARC1	1965	767	1035
HLX	7854	5519	8458
DUSP10	1129	1909	564
HHIPL2	1022	721	214
TAF1A	686	1023	475
MIA3	685	1091	482
AIDA	13368	7903	9936
BROX	171	315	590
FAM177B	2142	5726	1759
DISP1	12653	11571	10946
TLR5	1219	2253	2585
SUSD4	138	230	84
CCDC185	1352	875	907
CAPN8	3639	2166	3603
CAPN2	214	417	458
TP53BP2	5803	11705	10259
FBXO28	4118	8070	9294
DEGS1	60	17	76
NVL	2916	2162	4829
CNIH4	1570	2290	1802
WDR26	2232	2113	4445
CNIH3	3444	8396	1883
DNAH14	1687	2948	1750
LBR	8226	22101	5425
ENAH	1347	2302	929
SRP9	2816	3370	1140
EPHX1	303	462	365
TMEM63A	924	1653	1100
LEFTY1	649	736	605
RP4-559A3.7	2979	1605	1426
PYCR2	630	1145	694
LEFTY2	5619	10468	5844
SDE2	829	1365	3678
H3F3A	1717	1465	757
ACBD3	1470	3635	2840
MIXL1	3904	5296	4346
LIN9	224	662	314
PARP1	161	238	132
STUM	7	3	8
ITPKB	4835	3936	3036
PSEN2	3388	1567	5928
ADCK3	151	406	223
CDC42BPA	2437	1884	862
ZNF678	2780	2440	1524
SNAP47	1172	4610	1308
JMJD4	177	226	210
